x y
1 0.122992
2 0.054496
4 0.048340
8 0.048580
16 0.056972
32 0.069196
64 0.108280
128 0.182496
256 0.318664
512 0.590580
1024 1.120492
2048 2.322080
4096 4.538096
8192 9.174956
16384 18.446820
32768 38.891216
