x y
1 0.173330
2 0.196190
4 0.276030
8 0.484040
16 0.955680
32 1.896570
64 3.483140
128 6.832040
256 13.558710
512 26.503330
1024 45.591810
2048 77.437040
4096 133.029570
8192 240.240240
16384 486.443080
32768 971.430890
65536 1939.619590
131072 3821.049690
262144 7674.701660
524288 16149.834510
1048576 30113.841680
